Player,Bat1,Bat2,Runs,BF,SR,4s,6s,,Ground,Start Date,temp,humidity,windspeed,conditions,format,opposition
GJ Maxwell,54,-,54,39,138.46,8,0,,Brisbane,17-Jan-14,77.8,62.9,12.8,Partially cloudy,ODI,England
GJ Maxwell,DNB,-,-,-,-,-,-,,Sydney,19-Jan-14,73.7,77.1,17.8,Partially cloudy,ODI,England
GJ Maxwell,26,-,26,26,100,2,0,,Perth,24-Jan-14,81.2,46.6,24.4,Partially cloudy,ODI,England
GJ Maxwell,22,-,22,35,62.85,1,0,,Adelaide,26-Jan-14,74.1,35.2,16.6,Clear,ODI,England
GJ Maxwell,20,-,20,13,153.84,2,1,,Hobart,29-Jan-14,59.5,54.1,24.1,Partially cloudy,T20I,England
GJ Maxwell,2,-,2,5,40,0,0,,Melbourne,31-Jan-14,70.8,74.6,17.9,Partially cloudy,T20I,England
GJ Maxwell,14,-,14,7,200,0,2,,Sydney,2-Feb-14,76.7,64.9,23.4,Partially cloudy,T20I,England
GJ Maxwell,1,-,1,3,33.33,0,0,,Durban,12-Mar-14,71.7,78.5,24.2,"Rain, Partially cloudy",T20I,South Africa
GJ Maxwell,17,-,17,12,141.66,2,0,,Centurion,14-Mar-14,74,79.2,9.8,"Rain, Partially cloudy",T20I,South Africa
GJ Maxwell,74,-,74,33,224.24,7,6,,Mirpur,23-Mar-14,78.5,68.8,9.6,"Rain, Partially cloudy",T20I,Pakistan
GJ Maxwell,45,-,45,22,204.54,5,3,,Mirpur,28-Mar-14,85.8,50.7,11.2,Clear,T20I,West Indies
GJ Maxwell,23,-,23,12,191.66,0,3,,Mirpur,30-Mar-14,87.1,41.9,15.9,Clear,T20I,India
GJ Maxwell,5,-,5,3,166.66,1,0,,Mirpur,1-Apr-14,86.1,39.7,10.7,Clear,T20I,Bangladesh
GJ Maxwell,93,-,93,46,202.17,9,5,,Harare,25-Aug-14,61.7,23.9,11.4,Clear,ODI,Zimbabwe
GJ Maxwell,7,-,7,8,87.5,1,0,,Harare,27-Aug-14,62.3,46.5,12.8,Clear,ODI,South Africa
GJ Maxwell,13,-,13,17,76.47,1,1,,Harare,31-Aug-14,57.5,46,19.2,Clear,ODI,Zimbabwe
GJ Maxwell,2,-,2,6,33.33,0,0,,Harare,2-Sep-14,54.6,56.2,15.2,Clear,ODI,South Africa
GJ Maxwell,0,-,0,1,0,0,0,,Harare,6-Sep-14,61.1,63.9,12.8,Partially cloudy,ODI,South Africa
GJ Maxwell,17,-,17,10,170,3,0,,Dubai (DSC),5-Oct-14,N/A,N/A,N/A,N/A,T20I,Pakistan
GJ Maxwell,21,-,21,23,91.3,1,0,,Sharjah,7-Oct-14,91.3,59,17.8,Clear,ODI,Pakistan
GJ Maxwell,76,-,76,81,93.82,9,1,,Dubai (DSC),10-Oct-14,N/A,N/A,N/A,N/A,ODI,Pakistan
GJ Maxwell,20,-,20,22,90.9,1,0,,Abu Dhabi,12-Oct-14,89.1,63.2,13.9,Clear,ODI,Pakistan
GJ Maxwell,37,4,41,40,102.5,2,1,,Abu Dhabi,30-Oct-14,85,42.7,10.6,Clear,Test,Pakistan
GJ Maxwell,0,-,0,2,0,0,0,,Melbourne,7-Nov-14,71.1,47,15,Partially cloudy,T20I,South Africa
GJ Maxwell,23,-,23,15,153.33,2,1,,Sydney,9-Nov-14,68.9,72.2,23.1,Partially cloudy,T20I,South Africa
GJ Maxwell,29,-,29,19,152.63,5,0,,Perth,14-Nov-14,60.2,50.3,12.8,Clear,ODI,South Africa
GJ Maxwell,0,-,0,2,0,0,0,,Perth,16-Nov-14,68.8,54.5,12.8,Partially cloudy,ODI,South Africa
GJ Maxwell,2,-,2,5,40,0,0,,Melbourne,21-Nov-14,65.1,67.1,17.2,"Rain, Partially cloudy",ODI,South Africa
GJ Maxwell,7,-,7,10,70,0,0,,Sydney,23-Nov-14,75,73.8,22.1,"Rain, Partially cloudy",ODI,South Africa
GJ Maxwell,0,-,0,2,0,0,0,,Sydney,16-Jan-15,76.3,67.6,16.8,Partially cloudy,ODI,England
GJ Maxwell,20,-,20,23,86.95,1,1,,Melbourne,18-Jan-15,61.5,58.8,17,Partially cloudy,ODI,India
GJ Maxwell,37,-,37,38,97.36,4,0,,Hobart,23-Jan-15,68.4,58.3,18.7,Partially cloudy,ODI,England
GJ Maxwell,TDNB,-,-,-,-,-,-,,Sydney,26-Jan-15,68.7,85.3,20.3,"Rain, Partially cloudy",ODI,India
GJ Maxwell,95,-,95,98,96.93,15,0,,Perth,1-Feb-15,78,47.7,18.2,"Rain, Partially cloudy",ODI,England
GJ Maxwell,66,-,66,40,165,11,0,,Melbourne,14-Feb-15,69.6,83,14.5,"Rain, Partially cloudy",ODI,England
GJ Maxwell,1,-,1,3,33.33,0,0,,Auckland,28-Feb-15,67.7,76.9,13.9,Clear,ODI,New Zealand
GJ Maxwell,88,-,88,39,225.64,6,7,,Perth,4-Mar-15,77,47.2,15.7,Clear,ODI,Afghanistan
GJ Maxwell,102,-,102,53,192.45,10,4,,Sydney,8-Mar-15,72.5,80.1,19.2,Partially cloudy,ODI,Sri Lanka
GJ Maxwell,DNB,-,-,-,-,-,-,,Hobart,14-Mar-15,58.7,56.1,24.2,"Rain, Partially cloudy",ODI,Scotland
GJ Maxwell,44*,-,44,29,151.72,5,2,,Adelaide,20-Mar-15,63.7,55,18.3,Partially cloudy,ODI,Pakistan
GJ Maxwell,23,-,23,14,164.28,3,1,,Sydney,26-Mar-15,71.3,53.2,17.4,Partially cloudy,ODI,India
GJ Maxwell,DNB,-,-,-,-,-,-,,Melbourne,29-Mar-15,59.4,67.6,13.4,Clear,ODI,New Zealand
GJ Maxwell,2,-,2,6,33.33,0,0,,Belfast,27-Aug-15,55.9,75.2,17,"Rain, Partially cloudy",ODI,Ireland
GJ Maxwell,44,-,44,32,137.5,6,1,,Cardiff,31-Aug-15,58.8,88.2,9.7,"Rain, Partially cloudy",T20I,England
GJ Maxwell,15,-,15,15,100,1,0,,Southampton,3-Sep-15,54.2,76.1,10.7,"Rain, Partially cloudy",ODI,England
GJ Maxwell,49,-,49,38,128.94,4,3,,Lord's,5-Sep-15,44.4,80.7,16.9,"Rain, Partially cloudy",ODI,England
GJ Maxwell,17,-,17,12,141.66,3,0,,Manchester,8-Sep-15,51.4,88.5,7.6,"Rain, Partially cloudy",ODI,England
GJ Maxwell,85,-,85,64,132.81,10,2,,Leeds,11-Sep-15,56.3,82.8,10,Partially cloudy,ODI,England
GJ Maxwell,DNB,-,-,-,-,-,-,,Manchester,13-Sep-15,53.9,80.4,8.5,"Rain, Partially cloudy",ODI,England
GJ Maxwell,6,-,6,6,100,1,0,,Perth,12-Jan-16,71.3,66.8,17.4,"Rain, Partially cloudy",ODI,India
GJ Maxwell,26*,-,26,25,104,1,0,,Brisbane,15-Jan-16,77.5,67.7,17.2,Partially cloudy,ODI,India
GJ Maxwell,96,-,96,83,115.66,8,3,,Melbourne,17-Jan-16,74.1,49.7,14,Partially cloudy,ODI,India
GJ Maxwell,41,-,41,20,205,6,1,,Canberra,20-Jan-16,74.9,41.1,18.3,Partially cloudy,ODI,India
GJ Maxwell,1,-,1,2,50,0,0,,Melbourne,29-Jan-16,60.4,86.9,6.2,"Rain, Partially cloudy",T20I,India
GJ Maxwell,3,-,3,5,60,0,0,,Sydney,31-Jan-16,76.3,63.4,14.3,"Rain, Partially cloudy",T20I,India
GJ Maxwell,0,-,0,3,0,0,0,,Auckland,3-Feb-16,71.8,77.5,17.7,Partially cloudy,ODI,New Zealand
GJ Maxwell,6,-,6,10,60,1,0,,Wellington,6-Feb-16,62.7,84.7,21.9,Overcast,ODI,New Zealand
GJ Maxwell,0,-,0,2,0,0,0,,Hamilton,8-Feb-16,38.1,85.2,9.3,"Snow, Rain, Partially cloudy",ODI,New Zealand
GJ Maxwell,17,-,17,11,154.54,3,0,,Durban,4-Mar-16,77.2,78,10.3,Partially cloudy,T20I,South Africa
GJ Maxwell,75,-,75,43,174.41,7,3,,Johannesburg,6-Mar-16,75.4,39.2,9.8,Partially cloudy,T20I,South Africa
GJ Maxwell,19*,-,19,10,190,2,1,,Cape Town,9-Mar-16,67.4,62.5,24.2,Clear,T20I,South Africa
GJ Maxwell,22,-,22,23,95.65,2,0,,Dharamsala,18-Mar-16,78.4,57.9,6.9,Clear,T20I,New Zealand
GJ Maxwell,26,-,26,15,173.33,2,2,,Bengaluru,21-Mar-16,86,45.7,8.6,Partially cloudy,T20I,Bangladesh
GJ Maxwell,30,-,30,18,166.66,3,1,,Mohali,25-Mar-16,77.7,44.1,12.3,Partially cloudy,T20I,Pakistan
GJ Maxwell,31,-,31,28,110.71,1,1,,Mohali,27-Mar-16,73.8,47.1,9.2,Partially cloudy,T20I,India
GJ Maxwell,0,-,0,2,0,0,0,,Providence,5-Jun-16,64.4,90.3,14.5,"Rain, Overcast",ODI,West Indies
GJ Maxwell,3,-,3,7,42.85,0,0,,Providence,7-Jun-16,71.9,69.3,14.3,"Rain, Partially cloudy",ODI,South Africa
GJ Maxwell,TDNB,-,-,-,-,-,-,,Bridgetown,19-Jun-16,79.2,89,26.4,"Rain, Overcast",ODI,South Africa
GJ Maxwell,46*,-,46,26,176.92,5,2,,Bridgetown,21-Jun-16,82.2,74.9,55.3,Partially cloudy,ODI,West Indies
GJ Maxwell,4,-,4,4,100,1,0,,Bridgetown,26-Jun-16,81.6,76.7,19.7,Partially cloudy,ODI,West Indies
GJ Maxwell,145*,-,145,65,223.07,14,9,,Pallekele,6-Sep-16,82.1,75.1,13.9,Partially cloudy,T20I,Sri Lanka
GJ Maxwell,66,-,66,29,227.58,7,4,,Colombo (RPS),9-Sep-16,57.5,72.7,8.1,Clear,T20I,Sri Lanka
GJ Maxwell,60,-,60,56,107.14,7,0,,Brisbane,13-Jan-17,82.1,77,19.4,"Rain, Partially cloudy",ODI,Pakistan
GJ Maxwell,23,-,23,26,88.46,2,1,,Melbourne,15-Jan-17,63.6,58.9,9.5,Partially cloudy,ODI,Pakistan
GJ Maxwell,DNB,-,-,-,-,-,-,,Perth,19-Jan-17,68.3,58,21.8,Partially cloudy,ODI,Pakistan
GJ Maxwell,78,-,78,44,177.27,10,1,,Sydney,22-Jan-17,73.6,58.7,19,Clear,ODI,Pakistan
GJ Maxwell,13,-,13,7,185.71,1,1,,Adelaide,26-Jan-17,66,64.6,16.1,Clear,ODI,Pakistan
GJ Maxwell,20,-,20,24,83.33,3,0,,Auckland,30-Jan-17,66.6,73.3,17.1,Partially cloudy,ODI,New Zealand
GJ Maxwell,0,-,0,3,0,0,0,,Hamilton,5-Feb-17,30.4,75.7,10.4,"Snow, Rain, Partially cloudy",ODI,New Zealand
GJ Maxwell,104,2,106,200,53,9,2,,Ranchi,16-Mar-17,70.8,33.7,9.2,Clear,Test,India
GJ Maxwell,8,45,53,77,68.83,7,1,,Dharamsala,25-Mar-17,84.5,54.4,16.1,Clear,Test,India
GJ Maxwell,DNB,-,-,-,-,-,-,,Birmingham,2-Jun-17,61.7,84.9,9.9,"Rain, Partially cloudy",ODI,New Zealand
GJ Maxwell,DNB,-,-,-,-,-,-,,The Oval,5-Jun-17,61.5,66.6,9.9,Clear,ODI,Bangladesh
GJ Maxwell,20,-,20,31,64.51,2,0,,Birmingham,10-Jun-17,60.8,84.5,16.6,"Rain, Partially cloudy",ODI,England
GJ Maxwell,23,14,37,64,57.81,5,0,,Mirpur,27-Aug-17,82.6,90.1,9.2,"Rain, Partially cloudy",Test,Bangladesh
GJ Maxwell,38,25*,63,115,54.78,5,2,,Chattogram,4-Sep-17,81.7,89.8,6.9,"Rain, Partially cloudy",Test,Bangladesh
GJ Maxwell,39,-,39,18,216.66,3,4,,Chennai,17-Sep-17,82.2,81.7,13.9,"Rain, Partially cloudy",ODI,India
GJ Maxwell,14,-,14,18,77.77,0,2,,Eden Gardens,21-Sep-17,80.7,89.4,13.9,"Rain, Partially cloudy",ODI,India
GJ Maxwell,5,-,5,13,38.46,0,0,,Indore,24-Sep-17,77.8,80.9,8.1,Partially cloudy,ODI,India
GJ Maxwell,17,-,17,16,106.25,2,0,,Ranchi,7-Oct-17,79.1,82.8,9.2,"Rain, Partially cloudy",T20I,India
GJ Maxwell,DNB,-,-,-,-,-,-,,Guwahati,10-Oct-17,80.7,87.3,7.7,"Rain, Partially cloudy",T20I,India
GJ Maxwell,34,-,34,39,87.17,3,1,,Perth,28-Jan-18,73.2,47.2,17.2,Partially cloudy,ODI,England
GJ Maxwell,40*,-,40,24,166.66,5,1,,Sydney,3-Feb-18,68.6,70.8,19.4,"Rain, Partially cloudy",T20I,New Zealand
GJ Maxwell,103*,-,103,58,177.58,10,4,,Hobart,7-Feb-18,70.2,63.8,14.5,Partially cloudy,T20I,England
GJ Maxwell,39,-,39,26,150,3,2,,Melbourne,10-Feb-18,74.4,66.7,16.5,"Rain, Partially cloudy",T20I,England
GJ Maxwell,31,-,31,14,221.42,3,2,,Auckland,16-Feb-18,71.3,80.2,10.3,Clear,T20I,New Zealand
GJ Maxwell,20*,-,20,18,111.11,0,1,,Auckland,21-Feb-18,69.3,75.4,20.8,"Rain, Partially cloudy",T20I,New Zealand
GJ Maxwell,62,-,62,64,96.87,4,2,,The Oval,13-Jun-18,53.7,83.7,4.8,"Rain, Partially cloudy",ODI,England
GJ Maxwell,31,-,31,34,91.17,4,0,,Cardiff,16-Jun-18,57.5,80.7,21.3,"Rain, Partially cloudy",ODI,England
GJ Maxwell,19,-,19,19,100,1,1,,Nottingham,19-Jun-18,64.8,74.9,13.7,Partially cloudy,ODI,England
GJ Maxwell,10,-,10,7,142.85,1,0,,Birmingham,27-Jun-18,64.9,62.3,11,Partially cloudy,T20I,England
GJ Maxwell,DNB,-,-,-,-,-,-,,Harare,2-Jul-18,57.2,51.9,11.4,Clear,T20I,Pakistan
GJ Maxwell,0*,-,0,1,0,0,0,,Harare,3-Jul-18,56.6,51.7,18.3,Clear,T20I,Zimbabwe
GJ Maxwell,10,-,10,8,125,2,0,,Harare,5-Jul-18,51.5,84.5,22.1,"Rain, Partially cloudy",T20I,Pakistan
GJ Maxwell,56,-,56,38,147.36,1,5,,Harare,6-Jul-18,51.3,81.6,19.5,"Rain, Partially cloudy",T20I,Zimbabwe
GJ Maxwell,5,-,5,5,100,0,0,,Harare,8-Jul-18,56.7,79,14.3,"Rain, Partially cloudy",T20I,Pakistan
GJ Maxwell,18,-,18,16,112.5,1,0,,Tolerance Oval,22-Oct-18,N/A,N/A,N/A,N/A,T20I,U.A.E.
GJ Maxwell,2,-,2,7,28.57,0,0,,Abu Dhabi,24-Oct-18,87.5,63.5,16.1,Partially cloudy,T20I,Pakistan
GJ Maxwell,52,-,52,37,140.54,4,2,,Dubai (DSC),26-Oct-18,N/A,N/A,N/A,N/A,T20I,Pakistan
GJ Maxwell,4,-,4,8,50,0,0,,Dubai (DSC),28-Oct-18,N/A,N/A,N/A,N/A,T20I,Pakistan
GJ Maxwell,11,-,11,8,137.5,2,0,,Perth,4-Nov-18,63,67.1,18.8,Partially cloudy,ODI,South Africa
GJ Maxwell,15,-,15,19,78.94,1,0,,Adelaide,9-Nov-18,59.6,49.9,12.8,Partially cloudy,ODI,South Africa
GJ Maxwell,35,-,35,27,129.62,3,0,,Hobart,11-Nov-18,57,63.4,17.6,Partially cloudy,ODI,South Africa
GJ Maxwell,38,-,38,23,165.21,2,2,,Carrara,17-Nov-18,54,54.9,16.1,Partially cloudy,T20I,South Africa
GJ Maxwell,46,-,46,24,191.66,0,4,,Brisbane,21-Nov-18,76,69.9,28.5,"Rain, Partially cloudy",T20I,India
GJ Maxwell,19,-,19,22,86.36,1,0,,Melbourne,23-Nov-18,54.5,84.1,14.2,"Rain, Overcast",T20I,India
GJ Maxwell,13,-,13,16,81.25,2,0,,Sydney,25-Nov-18,66.4,57.7,15.9,Partially cloudy,T20I,India
GJ Maxwell,11*,-,11,5,220,1,0,,Sydney,12-Jan-19,77.5,71.6,18.9,Rain,ODI,India
GJ Maxwell,48,-,48,37,129.72,5,1,,Adelaide,15-Jan-19,84,27.8,18.9,Partially cloudy,ODI,India
GJ Maxwell,26,-,26,19,136.84,5,0,,Melbourne,18-Jan-19,73.7,73.7,9.6,"Rain, Partially cloudy",ODI,India
GJ Maxwell,56,-,56,43,130.23,6,2,,Visakhapatnam,24-Feb-19,83.8,59.8,12.8,Clear,T20I,India
GJ Maxwell,113*,-,113,55,205.45,7,9,,Bengaluru,27-Feb-19,78.7,55.4,11.3,Partially cloudy,T20I,India
GJ Maxwell,40,-,40,51,78.43,5,0,,Hyderabad,2-Mar-19,80.7,70.9,9.2,Partially cloudy,ODI,India
GJ Maxwell,4,-,4,18,22.22,0,0,,Nagpur,5-Mar-19,80.9,38.7,10.2,Clear,ODI,India
GJ Maxwell,47,-,47,31,151.61,3,3,,Ranchi,8-Mar-19,69,42.8,7.2,Clear,ODI,India
GJ Maxwell,23,-,23,13,176.92,2,1,,Mohali,10-Mar-19,64.3,58.5,7.2,Clear,ODI,India
GJ Maxwell,1,-,1,3,33.33,0,0,,Delhi,13-Mar-19,68.2,61.8,6.9,Partially cloudy,ODI,India
GJ Maxwell,DNB,-,-,-,-,-,-,,Sharjah,22-Mar-19,77.6,52.1,16.8,"Rain, Partially cloudy",ODI,Pakistan
GJ Maxwell,19,-,19,15,126.66,0,2,,Sharjah,24-Mar-19,79.9,49.5,20.8,"Rain, Partially cloudy",ODI,Pakistan
GJ Maxwell,71,-,71,55,129.09,8,1,,Abu Dhabi,27-Mar-19,75.8,75.9,20.1,"Rain, Partially cloudy",ODI,Pakistan
GJ Maxwell,98,-,98,82,119.51,9,3,,Dubai (DSC),29-Mar-19,N/A,N/A,N/A,N/A,ODI,Pakistan
GJ Maxwell,70,-,70,33,212.12,10,3,,Dubai (DSC),31-Mar-19,N/A,N/A,N/A,N/A,ODI,Pakistan
GJ Maxwell,4*,-,4,1,400,1,0,,Bristol,1-Jun-19,63.1,69,12.1,Partially cloudy,ODI,Afghanistan
GJ Maxwell,0,-,0,2,0,0,0,,Nottingham,6-Jun-19,56.7,62.1,12.7,"Rain, Partially cloudy",ODI,West Indies
GJ Maxwell,28,-,28,14,200,5,0,,The Oval,9-Jun-19,56.7,74.7,20.1,"Rain, Partially cloudy",ODI,India
GJ Maxwell,20,-,20,10,200,2,1,,Taunton,12-Jun-19,51,86.9,13.7,"Rain, Overcast",ODI,Pakistan
GJ Maxwell,46*,-,46,25,184,5,1,,The Oval,15-Jun-19,55.5,88.6,5.8,"Rain, Partially cloudy",ODI,Sri Lanka
GJ Maxwell,32,-,32,10,320,2,3,,Nottingham,20-Jun-19,56.4,69.7,12.2,"Rain, Partially cloudy",ODI,Bangladesh
GJ Maxwell,12,-,12,8,150,1,1,,Lord's,25-Jun-19,38.1,86.3,7.5,"Snow, Rain, Partially cloudy",ODI,England
GJ Maxwell,1,-,1,5,20,0,0,,Lord's,29-Jun-19,49.4,76.2,31.6,Partially cloudy,ODI,New Zealand
GJ Maxwell,12,-,12,20,60,1,0,,Manchester,6-Jul-19,59.2,81.6,11.4,"Rain, Partially cloudy",ODI,South Africa
GJ Maxwell,22,-,22,23,95.65,2,1,,Birmingham,11-Jul-19,65.4,76.3,10.5,"Rain, Partially cloudy",ODI,England
GJ Maxwell,62,-,62,28,221.42,7,3,,Adelaide,27-Oct-19,57.4,65.3,12.8,"Rain, Partially cloudy",T20I,Sri Lanka
GJ Maxwell,DNB,-,-,-,-,-,-,,Brisbane,30-Oct-19,68.7,66.3,11.4,Partially cloudy,T20I,Sri Lanka
GJ Maxwell,1,-,1,2,50,0,0,,Southampton,4-Sep-20,59.1,79.5,12.1,"Rain, Partially cloudy",T20I,England
GJ Maxwell,26,-,26,18,144.44,1,1,,Southampton,6-Sep-20,57,81.4,9.8,Partially cloudy,T20I,England
GJ Maxwell,6,-,6,11,54.54,0,0,,Southampton,8-Sep-20,64.5,84.9,11.3,Partially cloudy,T20I,England
GJ Maxwell,77,-,77,59,130.5,4,4,,Manchester,11-Sep-20,56.3,78.3,16.9,Partially cloudy,ODI,England
GJ Maxwell,1,-,1,8,12.5,0,0,,Manchester,13-Sep-20,62.7,77.7,15.6,Partially cloudy,ODI,England
GJ Maxwell,108,-,108,90,120,4,7,,Manchester,16-Sep-20,58.4,88.7,12.4,"Rain, Partially cloudy",ODI,England
GJ Maxwell,45,-,45,19,236.84,5,3,,Sydney,27-Nov-20,71.1,73.7,7.4,Partially cloudy,ODI,India
GJ Maxwell,63*,-,63,29,217.24,4,4,,Sydney,29-Nov-20,85.6,43.5,4.4,Partially cloudy,ODI,India
GJ Maxwell,59,-,59,38,155.26,3,4,,Canberra,2-Dec-20,65.6,53.3,19.7,Partially cloudy,ODI,India
GJ Maxwell,2,-,2,3,66.66,0,0,,Canberra,4-Dec-20,64.5,50.5,22.3,Clear,T20I,India
GJ Maxwell,22,-,22,13,169.23,0,2,,Sydney,6-Dec-20,76.9,47.7,2.6,Rain,T20I,India
GJ Maxwell,54,-,54,36,150,3,3,,Sydney,8-Dec-20,66.6,47.1,2.8,Clear,T20I,India
GJ Maxwell,1,-,1,5,20,0,0,,Christchurch,22-Feb-21,63.2,81.1,15,Partially cloudy,T20I,New Zealand
GJ Maxwell,3,-,3,5,60,0,0,,Dunedin,25-Feb-21,55.7,75.5,12.8,Clear,T20I,New Zealand
GJ Maxwell,70,-,70,31,225.8,8,5,,Wellington,3-Mar-21,67.8,76.6,25.3,Partially cloudy,T20I,New Zealand
GJ Maxwell,18,-,18,9,200,2,1,,Wellington,5-Mar-21,64.2,62.3,24.1,Clear,T20I,New Zealand
GJ Maxwell,1,-,1,2,50,0,0,,Wellington,7-Mar-21,63,65.2,19.7,"Rain, Partially cloudy",T20I,New Zealand
GJ Maxwell,18,-,18,21,85.71,1,0,,Abu Dhabi,23-Oct-21,86.5,65.6,11.8,Clear,T20I,South Africa
GJ Maxwell,5,-,5,6,83.33,1,0,,Dubai (DSC),28-Oct-21,N/A,N/A,N/A,N/A,T20I,Sri Lanka
GJ Maxwell,6,-,6,9,66.66,0,0,,Dubai (DSC),30-Oct-21,N/A,N/A,N/A,N/A,T20I,England
GJ Maxwell,0*,-,0,0,-,0,0,,Dubai (DSC),4-Nov-21,N/A,N/A,N/A,N/A,T20I,Bangladesh
GJ Maxwell,0*,-,0,0,-,0,0,,Abu Dhabi,6-Nov-21,82.1,61.6,10.6,Clear,T20I,West Indies
GJ Maxwell,7,-,7,10,70,0,0,,Dubai (DSC),11-Nov-21,N/A,N/A,N/A,N/A,T20I,Pakistan
GJ Maxwell,28*,-,28,18,155.55,4,1,,Dubai (DSC),14-Nov-21,N/A,N/A,N/A,N/A,T20I,New Zealand
GJ Maxwell,7,-,7,5,140,1,0,,Sydney,11-Feb-22,71.5,84.4,2.8,"Rain, Partially cloudy",T20I,Sri Lanka
GJ Maxwell,15,-,15,12,125,2,0,,Sydney,13-Feb-22,70.7,75.5,2,"Rain, Partially cloudy",T20I,Sri Lanka
GJ Maxwell,39,-,39,26,150,3,2,,Canberra,15-Feb-22,70.7,60.6,13.5,Clear,T20I,Sri Lanka
GJ Maxwell,48*,-,48,39,123.07,3,0,,Melbourne,18-Feb-22,63.9,60.4,12,"Rain, Partially cloudy",T20I,Sri Lanka
GJ Maxwell,29,-,29,21,138.09,2,1,,Melbourne,20-Feb-22,63.3,72.8,9.5,Partially cloudy,T20I,Sri Lanka
GJ Maxwell,DNB,-,-,-,-,-,-,,Colombo (RPS),7-Jun-22,57,95.1,6,"Rain, Overcast",T20I,Sri Lanka
GJ Maxwell,19,-,19,19,100,0,0,,Colombo (RPS),8-Jun-22,58.3,87,5.7,Partially cloudy,T20I,Sri Lanka
GJ Maxwell,16,-,16,9,177.77,0,2,,Pallekele,11-Jun-22,81,87.2,13.9,"Rain, Partially cloudy",T20I,Sri Lanka
GJ Maxwell,80*,-,80,51,156.86,6,6,,Pallekele,14-Jun-22,83.2,81.2,10.4,Partially cloudy,ODI,Sri Lanka
GJ Maxwell,30,-,30,25,120,5,0,,Pallekele,16-Jun-22,81.2,86,12.8,"Rain, Partially cloudy",ODI,Sri Lanka
GJ Maxwell,33,-,33,18,183.33,3,1,,Colombo (RPS),19-Jun-22,47.8,71.8,8.2,Clear,ODI,Sri Lanka
GJ Maxwell,1,-,1,3,33.33,0,0,,Colombo (RPS),21-Jun-22,55.7,90.6,17,"Rain, Partially cloudy",ODI,Sri Lanka
GJ Maxwell,16,-,16,17,94.11,2,0,,Colombo (RPS),24-Jun-22,55.8,97.5,7,"Rain, Overcast",ODI,Sri Lanka
GJ Maxwell,32*,-,32,9,355.55,3,3,,Townsville,28-Aug-22,72.8,71.6,25.4,"Rain, Overcast",ODI,Zimbabwe
GJ Maxwell,DNB,-,-,-,-,-,-,,Townsville,31-Aug-22,71.7,72.4,18.1,"Rain, Partially cloudy",ODI,Zimbabwe
GJ Maxwell,19,-,19,22,86.36,3,0,,Townsville,3-Sep-22,72.5,64.4,21.9,"Rain, Partially cloudy",ODI,Zimbabwe
GJ Maxwell,2,-,2,8,25,0,0,,Cairns,6-Sep-22,73.5,72.6,13.5,Partially cloudy,ODI,New Zealand
GJ Maxwell,25,-,25,50,50,1,1,,Cairns,8-Sep-22,75.1,72.7,10.3,Partially cloudy,ODI,New Zealand
GJ Maxwell,14,-,14,8,175,0,1,,Cairns,11-Sep-22,77.5,73.2,11.9,Partially cloudy,ODI,New Zealand
GJ Maxwell,1,-,1,3,33.33,0,0,,Mohali,20-Sep-22,82.2,69.1,6.7,"Rain, Partially cloudy",T20I,India
GJ Maxwell,0,-,0,1,0,0,0,,Nagpur,23-Sep-22,79.2,87.4,12.8,"Rain, Partially cloudy",T20I,India
GJ Maxwell,6,-,6,11,54.54,1,0,,Hyderabad,25-Sep-22,78.1,78.6,9.7,Partially cloudy,T20I,India
GJ Maxwell,0,-,0,3,0,0,0,,Carrara,5-Oct-22,58.1,60.3,11.8,Clear,T20I,West Indies
GJ Maxwell,1,-,1,4,25,0,0,,Brisbane,7-Oct-22,67.8,73.2,7.5,Partially cloudy,T20I,West Indies
GJ Maxwell,8,-,8,11,72.72,0,0,,Canberra,12-Oct-22,57.5,71,12.4,Partially cloudy,T20I,England
GJ Maxwell,8,-,8,9,88.88,0,1,,Canberra,14-Oct-22,54.7,77.5,23,"Rain, Partially cloudy",T20I,England
GJ Maxwell,28,-,28,20,140,3,1,,Sydney,22-Oct-22,67.9,87.6,18.7,Overcast,T20I,New Zealand
GJ Maxwell,23,-,23,12,191.66,2,2,,Perth,25-Oct-22,61.3,70.1,13.3,"Rain, Partially cloudy",T20I,Sri Lanka
GJ Maxwell,13,-,13,9,144.44,0,1,,Brisbane,31-Oct-22,74.4,70.9,8.9,Partially cloudy,T20I,Ireland
GJ Maxwell,54*,-,54,32,168.75,6,2,,Adelaide,4-Nov-22,55,70.3,12.6,Clear,T20I,Afghanistan
GJ Maxwell,8,-,8,10,80,1,0,,Wankhede,17-Mar-23,N/A,N/A,N/A,N/A,ODI,India
GJ Maxwell,5,-,5,7,71.42,0,0,,Rajkot,27-Sep-23,85,66.8,10.5,"Rain, Partially cloudy",ODI,India
GJ Maxwell,15,-,15,25,60,1,0,,Chennai,8-Oct-23,84.8,86.2,8.7,Partially cloudy,ODI,India
GJ Maxwell,3,-,3,17,17.64,0,0,,Lucknow,12-Oct-23,81.3,58.3,9.2,Clear,ODI,South Africa
GJ Maxwell,31*,-,31,21,147.61,4,2,,Lucknow,16-Oct-23,79.2,72,15,Partially cloudy,ODI,Sri Lanka
GJ Maxwell,0,-,0,1,0,0,0,,Bengaluru,20-Oct-23,77.2,70.1,10.2,"Rain, Partially cloudy",ODI,Pakistan
